Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
24,1529,3,3,3,3,4,4,4,4,5,5,3,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
27,862,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
24,919,1,2,1,4,2,1,2,2,4,5,3,1,4,2,4,6,1,4,4,1,4,1,4,neutral or dissatisfied
26,777,4,4,4,3,1,4,1,1,3,3,5,4,5,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
27,814,2,2,2,3,4,2,4,4,1,3,3,1,4,4,22,16,1,4,1,4,4,1,4,neutral or dissatisfied
69,468,5,5,5,5,5,4,5,5,5,5,5,1,5,1,4,4,1,4,1,4,4,1,4,satisfied
44,3147,1,1,1,1,3,4,4,5,5,5,5,3,5,3,4,4,4,1,1,4,1,4,4,satisfied
27,1886,2,2,1,2,4,4,4,4,5,5,2,5,5,4,4,11,1,4,1,4,1,4,4,satisfied
52,1242,1,1,1,1,3,5,4,5,5,5,5,5,5,5,5,4,4,1,1,4,1,4,4,satisfied
38,563,3,3,3,3,3,3,3,3,3,2,5,4,5,3,61,47,1,4,1,4,4,4,1,satisfied
31,3844,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,3,4,1,1,4,1,4,4,satisfied
34,864,3,5,3,2,2,3,2,2,1,1,5,4,2,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
37,631,3,4,4,4,3,4,3,3,5,4,5,3,5,3,14,4,4,1,1,4,1,4,4,satisfied
42,342,4,5,4,2,4,4,5,5,5,4,5,3,5,5,4,4,1,4,4,1,4,4,1,satisfied
42,224,3,3,3,1,5,3,2,5,2,1,5,2,3,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
55,446,2,4,2,4,5,5,5,1,1,2,1,3,1,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
52,1325,3,1,1,1,3,3,4,3,3,3,3,1,3,4,4,5,1,4,1,4,1,4,4,neutral or dissatisfied
23,294,2,5,2,1,3,2,2,3,5,5,4,3,5,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
41,829,2,2,2,2,2,4,5,5,5,5,5,5,5,3,4,4,4,1,1,4,1,4,4,satisfied
34,1452,2,3,2,4,5,2,5,5,3,2,4,4,3,5,4,2,4,1,4,1,4,1,4,neutral or dissatisfied
39,241,2,2,2,3,1,2,1,1,4,4,3,1,3,1,2,4,1,4,1,4,1,4,4,neutral or dissatisfied
36,3468,5,5,5,5,4,5,5,5,5,5,5,4,5,3,8,2,4,1,1,4,1,4,4,satisfied
48,1431,3,3,3,3,3,4,4,2,2,2,2,5,2,5,4,4,4,1,1,4,1,4,4,satisfied
59,245,4,4,4,4,5,4,4,5,5,5,4,5,5,4,4,14,1,4,1,4,1,4,4,satisfied
25,344,5,4,4,4,5,4,5,5,3,4,4,5,4,5,14,4,1,4,4,1,4,4,1,satisfied
61,1111,1,5,1,3,3,4,4,2,2,1,2,4,2,5,4,1,1,4,4,1,4,1,4,neutral or dissatisfied
9,2182,3,4,3,3,5,3,5,5,3,4,4,2,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
34,1835,2,3,3,3,2,2,2,2,3,2,3,1,2,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
22,644,3,1,1,1,3,3,1,3,2,3,3,1,4,3,7,14,4,1,1,4,4,1,4,neutral or dissatisfied
48,557,2,5,5,5,2,2,2,2,4,4,3,2,3,2,45,66,4,1,1,4,4,1,4,neutral or dissatisfied
37,554,4,4,4,1,2,4,2,2,3,4,4,3,5,2,4,4,1,4,1,4,1,4,4,satisfied
21,1412,2,2,2,2,5,5,5,5,4,3,4,3,4,5,4,4,1,4,1,4,1,4,4,satisfied
52,2544,1,1,2,1,5,5,4,5,5,5,4,3,5,5,4,4,1,4,1,4,1,4,4,satisfied
27,253,4,4,4,2,5,4,5,5,3,1,4,1,2,5,4,4,4,1,1,4,4,1,4,satisfied
51,3358,4,4,4,3,2,5,3,4,4,4,4,1,4,3,31,24,4,1,1,4,1,4,4,satisfied
17,954,4,4,4,3,2,4,2,2,1,2,3,1,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
9,1773,2,5,2,5,2,2,2,2,1,3,4,3,3,2,1,28,1,4,4,1,4,1,4,neutral or dissatisfied
55,696,3,1,4,4,3,3,3,3,1,1,3,4,3,3,22,5,4,1,1,4,4,1,4,neutral or dissatisfied
69,189,3,4,3,3,2,5,4,4,4,3,4,3,4,3,13,18,1,4,4,1,4,1,4,neutral or dissatisfied
65,643,3,5,3,1,4,3,4,4,1,1,1,5,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
38,544,2,2,2,2,2,2,2,2,4,2,3,1,4,2,29,38,4,1,1,4,4,1,4,neutral or dissatisfied
34,1647,5,5,3,5,5,5,5,5,4,5,1,2,5,5,97,91,1,4,1,4,1,4,4,satisfied
41,1576,2,1,1,1,1,4,4,2,2,2,2,2,2,2,4,14,1,4,1,4,1,4,4,neutral or dissatisfied
32,3536,5,5,4,5,5,5,5,5,5,4,5,2,1,5,4,4,1,4,1,4,1,4,4,satisfied
37,645,5,5,2,5,2,4,5,5,5,5,5,4,5,3,13,4,1,4,1,4,1,4,4,satisfied
41,861,3,5,3,4,3,3,3,3,4,5,5,5,4,3,4,1,4,1,4,1,4,1,4,neutral or dissatisfied
51,3383,2,1,1,1,5,4,4,2,2,2,2,3,2,2,36,27,4,1,1,4,1,4,4,neutral or dissatisfied
12,1236,2,3,3,3,2,2,3,2,1,1,4,2,3,2,44,42,1,4,1,4,4,4,1,neutral or dissatisfied
27,486,5,5,5,3,4,5,4,4,4,2,5,5,4,4,21,13,4,1,1,4,1,4,4,satisfied
25,762,4,5,4,1,4,5,4,4,3,2,4,5,4,4,4,4,1,4,1,4,1,4,4,satisfied
41,1945,4,4,4,3,3,4,5,5,5,5,5,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
55,345,1,1,3,1,1,1,1,1,2,4,3,1,3,1,41,36,4,1,1,4,4,1,4,neutral or dissatisfied
31,1994,3,3,4,3,3,3,3,3,1,4,2,4,3,3,4,13,4,1,1,4,1,4,4,neutral or dissatisfied
42,2182,3,3,3,3,1,2,1,3,3,3,3,4,3,1,3,1,4,1,1,4,1,4,4,neutral or dissatisfied
59,837,3,3,3,3,2,5,4,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
48,189,3,4,5,5,2,4,4,3,3,2,3,3,3,1,9,3,1,4,1,4,1,4,4,neutral or dissatisfied
65,677,2,5,1,4,1,5,2,1,1,1,1,3,1,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
44,1547,2,4,2,5,2,5,4,2,2,2,2,3,2,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
38,436,2,2,2,3,4,2,4,4,1,2,4,4,3,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
28,3934,2,1,1,1,2,3,2,2,4,5,3,1,3,2,53,149,1,4,1,4,1,4,4,neutral or dissatisfied
39,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,4,4,1,4,1,4,1,4,4,satisfied
44,646,2,4,2,2,5,5,4,4,4,5,4,3,4,5,4,4,4,1,1,4,1,4,4,satisfied
55,425,2,3,2,4,5,2,5,5,1,2,2,2,3,5,11,4,4,1,4,1,4,4,1,neutral or dissatisfied
24,161,5,2,5,3,3,5,3,3,4,1,2,4,4,3,4,4,4,1,1,4,4,1,4,satisfied
51,554,1,1,1,1,4,5,4,5,5,5,5,5,5,3,4,4,4,1,1,4,1,4,4,satisfied
61,229,4,4,4,1,5,4,3,5,3,2,5,5,5,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
27,294,3,1,1,1,3,3,3,3,4,5,4,4,3,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
37,725,5,5,5,5,5,5,5,5,2,5,4,2,5,5,4,4,1,4,4,1,4,1,4,satisfied
44,641,1,5,2,2,2,5,5,3,3,2,3,3,3,4,55,56,1,4,4,1,4,1,4,neutral or dissatisfied
26,187,4,5,4,3,1,4,1,1,1,5,2,1,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
22,231,4,4,4,5,2,4,2,2,5,4,4,5,5,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
34,328,3,3,3,1,2,3,5,2,4,2,4,5,5,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
34,3425,3,3,3,3,4,5,4,4,4,2,2,4,4,4,1,5,1,4,1,4,1,4,4,satisfied
54,2452,4,3,4,4,2,4,4,4,4,5,4,3,4,3,4,11,4,1,1,4,1,4,4,satisfied
32,1574,4,4,4,4,4,4,4,4,2,2,5,2,2,4,49,41,1,4,1,4,1,4,4,satisfied
17,362,4,4,4,3,5,4,5,5,1,1,4,2,2,5,4,4,4,1,1,4,4,1,4,satisfied
48,2384,4,4,4,4,3,5,5,4,4,4,4,3,4,4,4,4,4,1,1,4,1,4,4,satisfied
11,546,1,4,1,2,3,1,3,3,1,4,5,5,2,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
31,3951,5,5,5,5,5,5,5,5,4,2,4,5,5,5,26,15,4,1,1,4,1,4,4,satisfied
53,622,2,2,2,2,3,5,4,5,5,5,5,5,5,3,4,4,4,1,1,4,1,4,4,satisfied
24,3414,5,5,5,5,4,4,4,4,3,2,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
47,1486,2,4,2,1,2,5,5,4,4,2,3,4,4,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
28,867,2,4,2,2,2,2,2,2,3,3,2,4,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
34,248,4,2,4,4,3,4,4,3,3,5,3,4,3,3,38,38,4,1,4,1,4,1,4,neutral or dissatisfied
34,2271,3,3,3,3,2,2,2,2,3,4,4,4,5,2,4,4,4,1,1,4,1,4,4,satisfied
25,3699,4,4,2,4,4,4,4,4,5,5,4,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
9,382,3,5,3,1,3,3,3,3,3,2,4,5,4,3,18,44,4,1,4,1,4,1,4,neutral or dissatisfied
43,3524,5,5,5,5,4,4,1,5,5,5,5,2,5,4,4,4,4,1,1,4,1,4,4,satisfied
44,2457,5,5,5,5,2,4,5,5,5,5,5,4,5,3,3,4,4,1,1,4,1,4,4,satisfied
41,1121,1,1,1,1,1,1,1,1,2,3,3,3,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
26,374,2,3,2,5,5,2,5,5,3,3,5,3,3,5,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
24,862,1,4,1,4,2,1,2,2,5,3,4,4,4,2,4,1,1,4,4,1,4,1,4,neutral or dissatisfied
41,2519,2,1,1,1,2,2,2,2,4,2,4,4,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
34,174,3,3,3,3,1,3,4,4,4,4,5,2,4,2,4,4,1,4,1,4,1,4,4,satisfied
29,931,3,4,3,2,5,3,2,5,4,5,4,3,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
58,2342,5,5,5,5,5,3,4,5,5,5,5,4,5,3,4,4,1,4,1,4,1,4,4,satisfied
56,627,1,5,1,5,4,1,1,4,5,3,4,5,4,4,55,74,4,1,4,1,4,1,4,neutral or dissatisfied
64,334,3,1,1,1,2,4,3,3,3,3,3,4,3,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
39,554,4,2,5,2,4,4,4,4,5,2,1,5,2,4,4,4,4,1,1,4,4,4,1,satisfied
64,332,2,4,4,4,1,2,2,2,2,2,2,2,2,1,64,79,1,4,1,4,4,4,1,neutral or dissatisfied
49,468,3,4,2,2,4,4,4,3,3,2,3,4,3,4,17,24,1,4,4,1,4,1,4,neutral or dissatisfied
52,2382,3,3,3,3,3,4,5,5,5,5,5,4,5,5,35,38,1,4,1,4,1,4,4,satisfied
37,244,3,1,3,1,4,3,4,4,4,2,2,1,1,4,4,3,1,4,1,4,4,1,4,neutral or dissatisfied
19,149,3,4,3,2,3,3,3,3,5,4,5,4,5,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
14,1182,1,2,1,3,5,1,5,5,2,4,2,3,2,5,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
33,2111,5,5,5,5,4,4,4,4,4,2,5,3,4,4,1,14,4,1,1,4,1,4,4,satisfied
23,391,1,2,1,3,2,1,2,2,2,3,2,2,2,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
35,2768,1,1,1,1,5,2,2,5,5,5,5,5,5,3,4,13,4,1,1,4,1,4,4,satisfied
43,846,5,5,5,5,5,5,4,5,5,5,5,3,5,5,123,115,1,4,1,4,1,4,4,satisfied
21,1944,4,2,2,2,4,4,4,4,2,4,4,3,4,4,4,2,4,1,1,4,1,4,4,neutral or dissatisfied
52,1237,2,3,1,1,2,2,2,2,4,1,2,5,2,2,4,4,4,1,1,4,4,4,1,satisfied
22,594,4,4,4,3,1,4,1,1,4,5,2,5,5,1,3,18,4,1,1,4,4,1,4,satisfied
22,542,3,4,3,4,5,3,5,5,1,3,3,1,3,5,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
58,1744,2,2,4,2,2,5,4,2,2,2,2,3,2,5,4,4,1,4,1,4,1,4,4,satisfied
25,1276,4,4,5,1,2,5,2,2,5,5,3,3,4,2,4,4,1,4,4,1,4,4,1,satisfied
32,1684,2,2,2,2,4,4,4,4,5,5,4,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
48,244,2,2,2,2,4,4,5,4,4,4,4,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
55,666,1,2,1,4,5,4,3,5,5,1,5,4,5,1,4,4,1,4,4,1,1,4,4,neutral or dissatisfied
47,223,3,2,4,2,2,3,2,2,2,5,3,5,3,2,4,4,4,1,1,4,4,1,4,satisfied
55,473,2,3,2,3,1,1,1,2,2,2,2,4,2,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
74,2342,4,3,4,3,4,4,4,4,2,1,4,3,3,4,4,4,4,1,4,1,4,1,4,satisfied
24,3854,4,3,4,3,4,4,4,4,3,5,3,2,4,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
22,344,5,2,5,2,3,2,3,3,5,5,5,4,5,3,4,4,1,4,1,4,1,4,4,satisfied
34,1856,5,5,5,5,3,4,3,4,4,5,4,5,4,3,27,16,4,1,1,4,1,4,4,satisfied
33,134,4,1,4,3,2,4,2,2,2,1,3,1,3,2,12,9,4,1,1,4,4,1,4,neutral or dissatisfied
52,3984,2,2,2,2,1,3,2,5,5,5,5,2,5,3,4,3,4,1,1,4,1,4,4,satisfied
46,448,2,3,3,3,2,5,4,1,1,2,1,5,1,5,4,4,1,4,1,4,4,4,1,satisfied
45,1756,3,3,3,3,3,5,5,5,5,5,5,4,5,5,4,3,1,4,1,4,1,4,4,satisfied
33,173,2,2,2,4,2,2,2,2,5,5,5,4,4,2,19,13,4,1,1,4,1,4,4,neutral or dissatisfied
14,584,4,5,4,3,5,4,5,5,2,1,1,4,5,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
61,1147,2,4,2,2,2,4,5,3,3,2,3,4,3,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
59,351,2,2,2,2,2,5,5,5,5,5,5,4,5,3,4,4,4,1,1,4,1,4,4,satisfied
65,235,1,1,1,1,2,4,3,1,1,1,1,4,1,1,51,43,1,4,1,4,4,4,1,neutral or dissatisfied
44,2561,2,2,2,2,4,4,5,3,3,3,3,5,3,5,4,4,1,4,1,4,1,4,4,satisfied
51,1544,4,4,4,4,5,2,5,3,3,3,3,2,3,2,4,4,1,4,1,4,1,4,4,satisfied
35,2398,2,4,2,4,1,3,2,2,2,2,2,4,2,3,4,9,4,1,1,4,1,4,4,neutral or dissatisfied
61,528,1,5,1,5,2,1,2,2,5,5,4,2,2,2,4,11,4,1,4,1,4,1,4,neutral or dissatisfied
69,588,3,5,3,2,5,4,4,5,5,3,4,4,5,5,16,14,4,1,4,1,1,4,4,neutral or dissatisfied
54,2518,4,4,4,4,4,4,5,5,5,4,5,5,5,4,25,44,1,4,1,4,1,4,4,satisfied
39,333,5,4,4,4,5,5,5,5,3,2,1,1,5,5,4,4,1,4,1,4,4,1,4,satisfied
74,258,2,2,2,3,4,2,5,4,1,3,4,1,4,4,24,18,4,1,4,1,4,1,4,neutral or dissatisfied
66,1594,2,4,3,3,4,4,1,4,4,3,4,4,4,2,38,33,1,4,4,1,4,1,4,neutral or dissatisfied
44,236,4,4,4,3,4,4,4,4,2,3,3,3,4,4,4,4,1,4,4,1,4,1,4,satisfied
23,986,3,3,3,4,5,3,4,5,4,4,3,4,3,5,5,4,1,4,1,4,4,1,4,neutral or dissatisfied
29,859,3,2,2,3,5,2,5,5,3,4,4,3,4,5,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
23,1416,2,2,2,2,2,2,1,2,3,2,4,2,4,2,14,4,1,4,1,4,4,1,4,neutral or dissatisfied
26,1258,1,4,1,4,1,5,5,5,4,4,5,5,4,5,111,158,4,1,4,1,4,1,4,neutral or dissatisfied
33,2669,3,1,4,4,3,3,3,3,2,1,3,1,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
55,1995,4,3,4,3,2,4,2,2,1,5,4,1,3,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
61,214,4,4,4,3,5,4,5,5,3,2,4,4,5,5,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
28,1157,5,5,5,3,5,5,5,5,3,3,5,4,4,5,4,18,4,1,1,4,1,4,4,satisfied
34,419,3,3,2,3,3,2,3,3,2,4,2,1,3,3,3,4,4,1,1,4,4,4,1,neutral or dissatisfied
66,412,3,4,3,3,1,4,4,5,5,5,5,4,5,4,4,4,1,4,1,4,1,4,4,satisfied
24,2457,4,4,4,1,4,2,2,3,2,3,4,2,3,2,4,4,1,4,1,4,1,4,4,satisfied
31,2454,1,4,1,2,1,2,3,4,4,4,4,3,3,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,1645,3,3,3,3,5,4,4,5,5,4,5,3,5,5,4,26,1,4,1,4,1,4,4,satisfied
42,3847,2,2,2,2,5,4,4,5,5,4,5,5,5,3,4,4,4,1,1,4,1,4,4,satisfied
47,1892,2,2,2,2,2,5,4,2,2,2,2,4,2,5,7,4,4,1,1,4,1,4,4,satisfied
25,1413,2,2,2,4,4,2,4,4,1,2,4,3,4,4,35,5,4,1,1,4,4,1,4,neutral or dissatisfied
52,612,3,4,3,3,3,4,4,3,4,4,4,4,4,4,134,129,4,1,1,4,4,1,4,neutral or dissatisfied
18,921,4,4,4,4,3,4,3,3,4,3,4,5,5,3,1,4,4,1,4,1,4,1,4,satisfied
37,1469,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,1,1,4,1,4,4,satisfied
57,2517,4,2,2,2,1,4,3,2,2,2,4,3,2,1,18,4,4,1,1,4,1,4,4,neutral or dissatisfied
38,259,5,5,5,5,5,4,5,5,1,1,4,5,2,5,4,4,4,1,1,4,4,4,1,satisfied
48,2329,1,4,4,4,1,1,1,4,4,3,4,1,1,1,9,7,1,4,1,4,4,1,4,neutral or dissatisfied
47,3431,3,3,2,3,5,5,4,5,5,5,5,4,5,4,27,23,4,1,1,4,1,4,4,satisfied
53,1235,5,5,5,5,3,4,4,5,5,4,5,4,5,5,8,5,1,4,1,4,1,4,4,satisfied
22,1282,5,5,5,4,4,5,4,4,4,3,4,3,5,4,4,4,4,1,1,4,4,1,4,satisfied
57,725,1,1,1,1,4,4,4,2,2,2,2,3,2,3,17,9,1,4,1,4,1,4,4,satisfied
64,399,2,2,2,2,5,2,2,5,5,2,5,4,5,2,33,34,1,4,4,1,4,1,4,neutral or dissatisfied
23,747,3,2,4,3,4,4,4,4,2,1,4,1,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
47,3752,1,4,4,4,2,3,4,1,1,1,1,1,1,1,9,95,1,4,1,4,1,4,4,neutral or dissatisfied
46,3319,4,1,1,1,1,4,3,4,4,4,4,3,4,2,3,7,1,4,1,4,1,4,4,neutral or dissatisfied
54,3453,2,2,2,2,5,1,1,5,5,5,5,1,5,5,27,27,1,4,1,4,1,4,4,satisfied
57,2529,4,4,4,4,5,5,5,4,4,4,4,5,4,5,14,3,4,1,1,4,1,4,4,satisfied
31,994,4,4,4,3,5,4,5,5,1,5,3,1,4,5,36,41,4,1,1,4,4,1,4,neutral or dissatisfied
25,528,5,4,5,2,2,5,2,2,5,2,5,4,4,2,4,4,1,4,1,4,1,4,4,satisfied
43,292,3,5,2,3,5,5,5,5,5,2,5,3,5,5,4,4,1,4,4,1,1,4,4,neutral or dissatisfied
54,3145,2,2,2,2,1,4,4,2,2,2,2,1,2,3,13,26,1,4,1,4,1,4,4,neutral or dissatisfied
27,194,4,4,4,3,3,4,3,3,3,5,5,3,5,3,4,4,1,4,1,4,1,4,4,satisfied
54,1846,1,2,2,2,5,3,4,1,1,1,1,1,1,2,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
21,374,5,4,5,1,2,5,2,2,3,4,5,4,4,2,7,9,1,4,1,4,1,4,4,satisfied
24,83,4,4,4,1,5,4,5,5,3,4,4,4,5,5,4,19,1,4,1,4,1,4,4,satisfied
27,1475,3,3,3,3,2,3,2,2,1,4,4,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
44,2442,3,3,3,3,4,4,4,5,5,5,4,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
53,1986,4,5,5,5,1,3,3,4,4,4,4,3,4,3,16,4,1,4,1,4,1,4,4,neutral or dissatisfied
26,122,4,4,4,3,5,4,5,5,3,1,4,3,3,5,1,4,4,1,4,1,4,1,4,satisfied
59,442,1,5,5,5,1,1,1,1,5,4,4,1,2,1,241,186,1,4,1,4,1,4,4,neutral or dissatisfied
19,1126,3,2,3,4,5,3,5,5,3,1,2,1,4,5,16,14,4,1,4,1,4,1,4,neutral or dissatisfied
29,262,4,5,5,5,4,4,4,4,5,5,2,4,3,4,4,4,1,4,1,4,4,1,4,satisfied
32,859,3,1,3,4,5,3,5,5,3,1,3,4,3,5,28,8,4,1,4,1,4,1,4,neutral or dissatisfied
37,258,2,2,2,2,5,3,1,4,4,4,4,2,4,1,4,4,1,4,1,4,1,4,4,satisfied
27,347,5,5,5,1,3,5,3,3,4,5,4,4,5,3,15,12,4,1,1,4,1,4,4,satisfied
56,1865,5,5,5,5,3,5,4,5,5,5,5,5,5,3,16,14,4,1,1,4,1,4,4,satisfied
67,446,2,4,2,3,5,4,5,5,5,2,5,4,5,5,4,1,1,4,4,1,4,1,4,neutral or dissatisfied
34,1248,4,3,4,4,3,4,3,3,3,2,4,3,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
64,1346,4,5,4,4,4,5,4,1,1,4,1,5,1,4,4,4,1,4,4,1,4,1,4,satisfied
16,1995,1,5,2,3,1,2,1,1,3,5,5,4,4,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
39,2838,4,4,4,4,2,1,5,4,4,4,4,1,4,3,4,4,1,4,1,4,1,4,4,satisfied
67,644,3,4,3,3,4,3,4,4,5,3,5,4,5,4,4,3,4,1,4,1,4,1,4,neutral or dissatisfied
19,1617,2,2,2,2,5,5,4,5,4,3,5,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
51,748,1,1,1,1,4,5,5,5,5,5,5,3,5,4,12,18,4,1,1,4,1,4,4,satisfied
38,1739,3,3,3,2,4,3,4,4,3,3,4,5,5,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
17,547,2,2,2,3,2,2,2,2,4,2,3,1,3,2,1,4,1,4,4,1,1,4,4,neutral or dissatisfied
61,294,5,4,5,4,5,5,4,1,1,5,5,3,1,5,4,2,1,4,4,1,1,4,4,satisfied
64,631,2,5,1,2,1,1,1,1,5,5,5,5,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
36,3934,1,5,5,5,4,3,4,1,1,1,1,1,1,1,93,72,4,1,1,4,1,4,4,neutral or dissatisfied
24,475,5,4,5,1,5,5,5,5,2,3,1,3,3,5,4,4,1,4,1,4,4,1,4,satisfied
59,1587,2,2,2,2,4,4,4,5,5,5,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
15,2959,5,4,5,5,4,5,4,4,3,5,5,4,4,4,2,4,4,1,1,4,1,4,4,satisfied
22,529,1,4,1,3,2,1,2,2,5,3,4,5,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
17,427,2,2,2,3,3,2,3,3,4,2,4,2,3,3,15,15,1,4,4,1,4,1,4,neutral or dissatisfied
13,669,4,2,4,4,2,4,2,2,1,4,3,3,3,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
41,2945,5,5,5,5,4,5,5,2,2,2,2,4,2,3,4,4,1,4,1,4,1,4,4,satisfied
42,1571,1,1,1,1,5,4,5,4,4,4,4,4,4,5,4,4,1,4,1,4,1,4,4,satisfied
57,2865,2,2,1,2,5,5,4,5,5,5,5,3,5,5,25,16,4,1,1,4,1,4,4,satisfied
36,2697,5,5,5,5,2,5,5,4,4,4,5,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
44,1237,3,3,3,3,2,4,5,3,3,4,3,4,3,4,4,4,1,4,1,4,1,4,4,satisfied
54,1749,5,5,5,5,2,4,4,3,3,3,3,3,3,4,11,3,4,1,1,4,1,4,4,satisfied
58,2399,2,5,2,2,3,5,4,5,5,5,5,5,5,5,2,4,1,4,1,4,1,4,4,satisfied
37,372,4,4,1,4,2,5,4,5,5,5,5,5,5,3,4,4,1,4,1,4,1,4,4,satisfied
12,994,1,4,1,1,3,1,3,3,4,5,5,3,5,3,13,16,4,1,4,1,4,1,4,neutral or dissatisfied
46,2146,5,5,1,5,4,5,4,4,4,4,4,4,4,4,27,14,1,4,1,4,1,4,4,satisfied
39,616,1,4,4,1,4,1,2,2,2,4,2,2,2,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
63,338,2,2,2,2,2,2,2,2,2,4,3,1,4,2,24,14,4,1,1,4,4,1,4,neutral or dissatisfied
43,3481,2,2,2,2,5,4,3,4,4,4,4,1,4,1,4,4,4,1,1,4,1,4,4,satisfied
62,241,1,4,1,2,3,1,3,3,5,5,2,2,5,3,31,16,4,1,4,1,4,4,1,neutral or dissatisfied
49,966,3,5,3,3,5,4,5,5,5,5,5,5,5,4,19,4,4,1,1,4,1,4,4,satisfied
41,1276,1,1,1,1,2,4,4,5,5,5,5,3,5,3,4,4,1,4,1,4,1,4,4,satisfied
54,1897,5,5,5,5,4,5,5,3,4,4,5,5,3,5,245,191,4,1,1,4,1,4,4,satisfied
54,144,3,3,3,4,5,3,5,5,3,2,4,4,5,5,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
39,1594,4,4,4,4,3,5,4,5,5,4,5,4,5,3,3,4,1,4,1,4,1,4,4,satisfied
53,2447,3,3,3,3,3,5,4,4,4,4,4,5,4,4,14,34,4,1,1,4,1,4,4,satisfied
23,2167,4,4,4,4,4,4,4,4,5,3,2,1,5,4,4,4,4,1,1,4,1,4,4,satisfied
69,345,1,3,1,4,5,4,4,4,4,1,4,4,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
24,177,5,4,4,5,1,4,1,1,1,1,3,5,5,1,4,4,4,1,1,4,4,1,4,satisfied
